sentence1,sentence2,label
ENGINE EXPERIENCED A CHOKE AND MOMENTARY POWER LOSS DURING DEPARTURE WHILE AT FULL THRUST.,HAD AN ENGINE CHOKE AND A SHORT POWER DROP ON DEPARTURE WITH FULL THROTTLE APPLIED.,1
#1 ENGINE BAFFLE CRACKED.,"DURING INSPECTION, THE BAFFLE ON ENGINE NO. 2 WAS FOUND CRACKED.",1
#1 ENGINE BAFFLE CRACKED.,THE #3 ENGINE BAFFLE HAS A CRACK.,1
#1 ENGINE BAFFLE CRACKED.,SPOTTED A CRACK IN THE BAFFLE OF ENGINE 4.,1
#1 ENGINE BAFFLE CRACKED.,CRACKED BAFFLE DISCOVERED ON ENGINE #5.,1
"DURING INSPECTION, THE BAFFLE ON ENGINE NO. 2 WAS FOUND CRACKED.",THE #3 ENGINE BAFFLE HAS A CRACK.,1
"DURING INSPECTION, THE BAFFLE ON ENGINE NO. 2 WAS FOUND CRACKED.",SPOTTED A CRACK IN THE BAFFLE OF ENGINE 4.,1
"DURING INSPECTION, THE BAFFLE ON ENGINE NO. 2 WAS FOUND CRACKED.",CRACKED BAFFLE DISCOVERED ON ENGINE #5.,1
THE #3 ENGINE BAFFLE HAS A CRACK.,SPOTTED A CRACK IN THE BAFFLE OF ENGINE 4.,1
THE #3 ENGINE BAFFLE HAS A CRACK.,CRACKED BAFFLE DISCOVERED ON ENGINE #5.,1
SPOTTED A CRACK IN THE BAFFLE OF ENGINE 4.,CRACKED BAFFLE DISCOVERED ON ENGINE #5.,1
RIGHT MAGNETOS BLAST TUBE FELL OFF.,THE BLAST TUBE FELL OFF THE RIGHT MAGNETO DURING THE CHECK.,1
RIGHT MAGNETOS BLAST TUBE FELL OFF.,THE LEFT MAG’S BLAST TUBE CAME LOOSE AND DETACHED.,1
RIGHT MAGNETOS BLAST TUBE FELL OFF.,FOUND THE NO.1 MAGNETO BLAST TUBE COMPLETELY SEPARATED.,1
RIGHT MAGNETOS BLAST TUBE FELL OFF.,BLAST TUBE ON THE #2 MAGNETO DROPPED OFF AND WAS MISSING.,1
THE BLAST TUBE FELL OFF THE RIGHT MAGNETO DURING THE CHECK.,THE LEFT MAG’S BLAST TUBE CAME LOOSE AND DETACHED.,1
THE BLAST TUBE FELL OFF THE RIGHT MAGNETO DURING THE CHECK.,FOUND THE NO.1 MAGNETO BLAST TUBE COMPLETELY SEPARATED.,1
THE BLAST TUBE FELL OFF THE RIGHT MAGNETO DURING THE CHECK.,BLAST TUBE ON THE #2 MAGNETO DROPPED OFF AND WAS MISSING.,1
THE LEFT MAG’S BLAST TUBE CAME LOOSE AND DETACHED.,FOUND THE NO.1 MAGNETO BLAST TUBE COMPLETELY SEPARATED.,1
THE LEFT MAG’S BLAST TUBE CAME LOOSE AND DETACHED.,BLAST TUBE ON THE #2 MAGNETO DROPPED OFF AND WAS MISSING.,1
FOUND THE NO.1 MAGNETO BLAST TUBE COMPLETELY SEPARATED.,BLAST TUBE ON THE #2 MAGNETO DROPPED OFF AND WAS MISSING.,1
"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RIGHT PATTERN","ON START-UP THE ENGINE BEGAN RUNNING ROUGH; I RAN IT AT 1,200 RPM IN THE RIGHT-HAND PATTERN.",1
"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RIGHT PATTERN","AT STARTUP THE ENGINE WAS ROUGH, SO I HELD ABOUT 1,100 RPM AND FLEW THE LEFT TRAFFIC PATTERN.",1
"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RIGHT PATTERN","ENGINE ROUGH ON START — PERFORMED A RUN AT 1,250 RPM IN THE RIGHT PATTERN.",1
"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RIGHT PATTERN",DURING START THE ENGINE RAN ROUGHLY; MAINTAINED ROUGHLY 1200 RPM WHILE OPERATING IN THE LEFT-HAND PATTERN.,1
"ON START-UP THE ENGINE BEGAN RUNNING ROUGH; I RAN IT AT 1,200 RPM IN THE RIGHT-HAND PATTERN.","AT STARTUP THE ENGINE WAS ROUGH, SO I HELD ABOUT 1,100 RPM AND FLEW THE LEFT TRAFFIC PATTERN.",1
"ON START-UP THE ENGINE BEGAN RUNNING ROUGH; I RAN IT AT 1,200 RPM IN THE RIGHT-HAND PATTERN.","ENGINE ROUGH ON START — PERFORMED A RUN AT 1,250 RPM IN THE RIGHT PATTERN.",1
"ON START-UP THE ENGINE BEGAN RUNNING ROUGH; I RAN IT AT 1,200 RPM IN THE RIGHT-HAND PATTERN.",DURING START THE ENGINE RAN ROUGHLY; MAINTAINED ROUGHLY 1200 RPM WHILE OPERATING IN THE LEFT-HAND PATTERN.,1
"AT STARTUP THE ENGINE WAS ROUGH, SO I HELD ABOUT 1,100 RPM AND FLEW THE LEFT TRAFFIC PATTERN.","ENGINE ROUGH ON START — PERFORMED A RUN AT 1,250 RPM IN THE RIGHT PATTERN.",1
"AT STARTUP THE ENGINE WAS ROUGH, SO I HELD ABOUT 1,100 RPM AND FLEW THE LEFT TRAFFIC PATTERN.",DURING START THE ENGINE RAN ROUGHLY; MAINTAINED ROUGHLY 1200 RPM WHILE OPERATING IN THE LEFT-HAND PATTERN.,1
"ENGINE ROUGH ON START — PERFORMED A RUN AT 1,250 RPM IN THE RIGHT PATTERN.",DURING START THE ENGINE RAN ROUGHLY; MAINTAINED ROUGHLY 1200 RPM WHILE OPERATING IN THE LEFT-HAND PATTERN.,1
"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",ALL VALVE COVERS ON THE RIGHT ENGINE ARE LEAKING.,1
"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",EVERY VALVE COVER ON THE LEFT ENGINE WAS FOUND TO BE LEAKING.,1
"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",RH ENGINE SHOWS LEAKS AT ALL VALVE COVERS.,1
"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",VALVE COVER LEAKS DETECTED ON EVERY COVER OF THE #2 ENGINE.,1
ALL VALVE COVERS ON THE RIGHT ENGINE ARE LEAKING.,EVERY VALVE COVER ON THE LEFT ENGINE WAS FOUND TO BE LEAKING.,1
ALL VALVE COVERS ON THE RIGHT ENGINE ARE LEAKING.,RH ENGINE SHOWS LEAKS AT ALL VALVE COVERS.,1
ALL VALVE COVERS ON THE RIGHT ENGINE ARE LEAKING.,VALVE COVER LEAKS DETECTED ON EVERY COVER OF THE #2 ENGINE.,1
EVERY VALVE COVER ON THE LEFT ENGINE WAS FOUND TO BE LEAKING.,RH ENGINE SHOWS LEAKS AT ALL VALVE COVERS.,1
EVERY VALVE COVER ON THE LEFT ENGINE WAS FOUND TO BE LEAKING.,VALVE COVER LEAKS DETECTED ON EVERY COVER OF THE #2 ENGINE.,1
RH ENGINE SHOWS LEAKS AT ALL VALVE COVERS.,VALVE COVER LEAKS DETECTED ON EVERY COVER OF THE #2 ENGINE.,1
OIL DIPSTICK OIL STICK IS LOOSE.,THE ENGINE OIL DIPSTICK IS LOOSE AND NOT FULLY SEATED.,1
OIL DIPSTICK OIL STICK IS LOOSE.,FOUND THE OIL STICK LOOSE IN ITS TUBE DURING INSPECTION.,1
OIL DIPSTICK OIL STICK IS LOOSE.,THE OIL DIPSTICK IS WOBBLY AND NOT SECURED.,1
OIL DIPSTICK OIL STICK IS LOOSE.,OIL LEVEL INDICATOR (DIPSTICK) IS NOT TIGHT AND NEEDS TO BE CLAMPED.,1
THE ENGINE OIL DIPSTICK IS LOOSE AND NOT FULLY SEATED.,FOUND THE OIL STICK LOOSE IN ITS TUBE DURING INSPECTION.,1
THE ENGINE OIL DIPSTICK IS LOOSE AND NOT FULLY SEATED.,THE OIL DIPSTICK IS WOBBLY AND NOT SECURED.,1
THE ENGINE OIL DIPSTICK IS LOOSE AND NOT FULLY SEATED.,OIL LEVEL INDICATOR (DIPSTICK) IS NOT TIGHT AND NEEDS TO BE CLAMPED.,1
FOUND THE OIL STICK LOOSE IN ITS TUBE DURING INSPECTION.,THE OIL DIPSTICK IS WOBBLY AND NOT SECURED.,1
FOUND THE OIL STICK LOOSE IN ITS TUBE DURING INSPECTION.,OIL LEVEL INDICATOR (DIPSTICK) IS NOT TIGHT AND NEEDS TO BE CLAMPED.,1
THE OIL DIPSTICK IS WOBBLY AND NOT SECURED.,OIL LEVEL INDICATOR (DIPSTICK) IS NOT TIGHT AND NEEDS TO BE CLAMPED.,1
#3 BRAKE MISSING SCREW.,THE #3 BRAKE IS MISSING A MOUNTING SCREW.,1
#3 BRAKE MISSING SCREW.,DURING INSPECTION THE #2 BRAKE WAS FOUND WITHOUT ITS SCREW.,1
#3 BRAKE MISSING SCREW.,LEFT BRAKE 4 WAS DISCOVERED MISSING A SCREW.,1
#3 BRAKE MISSING SCREW.,BRAKE UNIT 1 HAS A SCREW MISSING AND REQUIRES REPLACEMENT.,1
THE #3 BRAKE IS MISSING A MOUNTING SCREW.,DURING INSPECTION THE #2 BRAKE WAS FOUND WITHOUT ITS SCREW.,1
THE #3 BRAKE IS MISSING A MOUNTING SCREW.,LEFT BRAKE 4 WAS DISCOVERED MISSING A SCREW.,1
THE #3 BRAKE IS MISSING A MOUNTING SCREW.,BRAKE UNIT 1 HAS A SCREW MISSING AND REQUIRES REPLACEMENT.,1
DURING INSPECTION THE #2 BRAKE WAS FOUND WITHOUT ITS SCREW.,LEFT BRAKE 4 WAS DISCOVERED MISSING A SCREW.,1
DURING INSPECTION THE #2 BRAKE WAS FOUND WITHOUT ITS SCREW.,BRAKE UNIT 1 HAS A SCREW MISSING AND REQUIRES REPLACEMENT.,1
LEFT BRAKE 4 WAS DISCOVERED MISSING A SCREW.,BRAKE UNIT 1 HAS A SCREW MISSING AND REQUIRES REPLACEMENT.,1
"#1, 2, & 6 COWL MOUNTS ARE TORN.","COWL MOUNTS ON ENGINES #1, #2 AND #6 ARE TORN.",1
"#1, 2, & 6 COWL MOUNTS ARE TORN.","FOUND TORN COWL MOUNTS AT POSITIONS 6, 2 AND 1.",1
"#1, 2, & 6 COWL MOUNTS ARE TORN.","ENGINES ONE, TWO AND SIX HAVE RIPPED COWL MOUNTING POINTS.",1
"#1, 2, & 6 COWL MOUNTS ARE TORN.","THE COWL MOUNTING BRACKETS FOR 2, 1 AND 6 ARE TORN.",1
"COWL MOUNTS ON ENGINES #1, #2 AND #6 ARE TORN.","FOUND TORN COWL MOUNTS AT POSITIONS 6, 2 AND 1.",1
"COWL MOUNTS ON ENGINES #1, #2 AND #6 ARE TORN.","ENGINES ONE, TWO AND SIX HAVE RIPPED COWL MOUNTING POINTS.",1
"COWL MOUNTS ON ENGINES #1, #2 AND #6 ARE TORN.","THE COWL MOUNTING BRACKETS FOR 2, 1 AND 6 ARE TORN.",1
"FOUND TORN COWL MOUNTS AT POSITIONS 6, 2 AND 1.","ENGINES ONE, TWO AND SIX HAVE RIPPED COWL MOUNTING POINTS.",1
"FOUND TORN COWL MOUNTS AT POSITIONS 6, 2 AND 1.","THE COWL MOUNTING BRACKETS FOR 2, 1 AND 6 ARE TORN.",1
"ENGINES ONE, TWO AND SIX HAVE RIPPED COWL MOUNTING POINTS.","THE COWL MOUNTING BRACKETS FOR 2, 1 AND 6 ARE TORN.",1
"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE",DURING THE RUN-UP IDLE CHECK THE ENGINE QUIT AND WAS RESTARTED.,1
"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE","WHILE PERFORMING THE IDLE CHECK ON THE RUN-UP THE ENGINE DIED, SO WE RESTARTED IT.",1
"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE",ENGINE SHUT DOWN DURING THE IDLE PORTION OF THE RUN-UP; HAD TO RESTART THE ENGINE.,1
"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE","THE ENGINE QUIT UNEXPECTEDLY DURING THE IDLE RUN-UP CHECK, THEN AN IMMEDIATE RESTART WAS PERFORMED.",1
DURING THE RUN-UP IDLE CHECK THE ENGINE QUIT AND WAS RESTARTED.,"WHILE PERFORMING THE IDLE CHECK ON THE RUN-UP THE ENGINE DIED, SO WE RESTARTED IT.",1
DURING THE RUN-UP IDLE CHECK THE ENGINE QUIT AND WAS RESTARTED.,ENGINE SHUT DOWN DURING THE IDLE PORTION OF THE RUN-UP; HAD TO RESTART THE ENGINE.,1
DURING THE RUN-UP IDLE CHECK THE ENGINE QUIT AND WAS RESTARTED.,"THE ENGINE QUIT UNEXPECTEDLY DURING THE IDLE RUN-UP CHECK, THEN AN IMMEDIATE RESTART WAS PERFORMED.",1
"WHILE PERFORMING THE IDLE CHECK ON THE RUN-UP THE ENGINE DIED, SO WE RESTARTED IT.",ENGINE SHUT DOWN DURING THE IDLE PORTION OF THE RUN-UP; HAD TO RESTART THE ENGINE.,1
"WHILE PERFORMING THE IDLE CHECK ON THE RUN-UP THE ENGINE DIED, SO WE RESTARTED IT.","THE ENGINE QUIT UNEXPECTEDLY DURING THE IDLE RUN-UP CHECK, THEN AN IMMEDIATE RESTART WAS PERFORMED.",1
ENGINE SHUT DOWN DURING THE IDLE PORTION OF THE RUN-UP; HAD TO RESTART THE ENGINE.,"THE ENGINE QUIT UNEXPECTEDLY DURING THE IDLE RUN-UP CHECK, THEN AN IMMEDIATE RESTART WAS PERFORMED.",1
DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE).,DURING THE GROUND RUN THE PILOT OBSERVED ABNORMALLY HIGH ENGINE OIL PRESSURE.,1
DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE).,"WHILE DOING THE GROUND RUN, THE PILOT NOTICED THE ENGINE OIL PRESSURE WAS MUCH HIGHER THAN NORMAL.",1
DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE).,"GROUND RUN REVEALED ELEVATED OIL PRESSURE IN THE ENGINE, AS REPORTED BY THE PILOT.",1
DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE).,PILOT REPORTED HIGH OIL PRESS DURING THE RUN-UP ON THE GROUND.,1
DURING THE GROUND RUN THE PILOT OBSERVED ABNORMALLY HIGH ENGINE OIL PRESSURE.,"WHILE DOING THE GROUND RUN, THE PILOT NOTICED THE ENGINE OIL PRESSURE WAS MUCH HIGHER THAN NORMAL.",1
DURING THE GROUND RUN THE PILOT OBSERVED ABNORMALLY HIGH ENGINE OIL PRESSURE.,"GROUND RUN REVEALED ELEVATED OIL PRESSURE IN THE ENGINE, AS REPORTED BY THE PILOT.",1
DURING THE GROUND RUN THE PILOT OBSERVED ABNORMALLY HIGH ENGINE OIL PRESSURE.,PILOT REPORTED HIGH OIL PRESS DURING THE RUN-UP ON THE GROUND.,1
"WHILE DOING THE GROUND RUN, THE PILOT NOTICED THE ENGINE OIL PRESSURE WAS MUCH HIGHER THAN NORMAL.","GROUND RUN REVEALED ELEVATED OIL PRESSURE IN THE ENGINE, AS REPORTED BY THE PILOT.",1
"WHILE DOING THE GROUND RUN, THE PILOT NOTICED THE ENGINE OIL PRESSURE WAS MUCH HIGHER THAN NORMAL.",PILOT REPORTED HIGH OIL PRESS DURING THE RUN-UP ON THE GROUND.,1
"GROUND RUN REVEALED ELEVATED OIL PRESSURE IN THE ENGINE, AS REPORTED BY THE PILOT.",PILOT REPORTED HIGH OIL PRESS DURING THE RUN-UP ON THE GROUND.,1
VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER.,THE VACUUM TUBE AND OIL COOLER LINE ARE RUBBING TOGETHER AND SHOWING CHAFING.,1
VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER.,"FOUND THE OIL COOLER LINE CONTACTING THE VACUUM TUBE, CAUSING WEAR.",1
VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER.,VACUUM HOSE IS RUBBING ON THE OIL COOLER PLUMBING—ABRASION NOTED.,1
VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER.,CONTACT OBSERVED BETWEEN THE VACUUM TUBE AND THE OIL COOLER LINE WITH SIGNS OF RUBBING.,1
THE VACUUM TUBE AND OIL COOLER LINE ARE RUBBING TOGETHER AND SHOWING CHAFING.,"FOUND THE OIL COOLER LINE CONTACTING THE VACUUM TUBE, CAUSING WEAR.",1
THE VACUUM TUBE AND OIL COOLER LINE ARE RUBBING TOGETHER AND SHOWING CHAFING.,VACUUM HOSE IS RUBBING ON THE OIL COOLER PLUMBING—ABRASION NOTED.,1
THE VACUUM TUBE AND OIL COOLER LINE ARE RUBBING TOGETHER AND SHOWING CHAFING.,CONTACT OBSERVED BETWEEN THE VACUUM TUBE AND THE OIL COOLER LINE WITH SIGNS OF RUBBING.,1
"FOUND THE OIL COOLER LINE CONTACTING THE VACUUM TUBE, CAUSING WEAR.",VACUUM HOSE IS RUBBING ON THE OIL COOLER PLUMBING—ABRASION NOTED.,1
"FOUND THE OIL COOLER LINE CONTACTING THE VACUUM TUBE, CAUSING WEAR.",CONTACT OBSERVED BETWEEN THE VACUUM TUBE AND THE OIL COOLER LINE WITH SIGNS OF RUBBING.,1
VACUUM HOSE IS RUBBING ON THE OIL COOLER PLUMBING—ABRASION NOTED.,CONTACT OBSERVED BETWEEN THE VACUUM TUBE AND THE OIL COOLER LINE WITH SIGNS OF RUBBING.,1
FUEL PRESS 32 - 33 W/ JUMPS INTO RED.,FUEL PRESSURE READING 32–33 PSI WITH INTERMITTENT JUMPS INTO THE RED.,1
FUEL PRESS 32 - 33 W/ JUMPS INTO RED.,FUEL PRESSURE WAS ABOUT 30 TO 34 PSI BUT KEPT SPIKING INTO THE RED ZONE.,1
FUEL PRESS 32 - 33 W/ JUMPS INTO RED.,"MEASURED FUEL PRESSURE 33–31 PSI, SHOWING PERIODIC EXCURSIONS INTO THE RED.",1
FUEL PRESS 32 - 33 W/ JUMPS INTO RED.,"FUEL PRESSURE NEAR 32 PSI, INTERMITTENTLY JUMPING INTO THE RED ARC.",1
FUEL PRESSURE READING 32–33 PSI WITH INTERMITTENT JUMPS INTO THE RED.,FUEL PRESSURE WAS ABOUT 30 TO 34 PSI BUT KEPT SPIKING INTO THE RED ZONE.,1
FUEL PRESSURE READING 32–33 PSI WITH INTERMITTENT JUMPS INTO THE RED.,"MEASURED FUEL PRESSURE 33–31 PSI, SHOWING PERIODIC EXCURSIONS INTO THE RED.",1
FUEL PRESSURE READING 32–33 PSI WITH INTERMITTENT JUMPS INTO THE RED.,"FUEL PRESSURE NEAR 32 PSI, INTERMITTENTLY JUMPING INTO THE RED ARC.",1
FUEL PRESSURE WAS ABOUT 30 TO 34 PSI BUT KEPT SPIKING INTO THE RED ZONE.,"MEASURED FUEL PRESSURE 33–31 PSI, SHOWING PERIODIC EXCURSIONS INTO THE RED.",1
FUEL PRESSURE WAS ABOUT 30 TO 34 PSI BUT KEPT SPIKING INTO THE RED ZONE.,"FUEL PRESSURE NEAR 32 PSI, INTERMITTENTLY JUMPING INTO THE RED ARC.",1
"MEASURED FUEL PRESSURE 33–31 PSI, SHOWING PERIODIC EXCURSIONS INTO THE RED.","FUEL PRESSURE NEAR 32 PSI, INTERMITTENTLY JUMPING INTO THE RED ARC.",1
#2 & 4 SIDE BAFFLE BRACE BROKEN.,SIDE BAFFLE BRACE ON #2 AND #4 ENGINES IS BROKEN.,1
#2 & 4 SIDE BAFFLE BRACE BROKEN.,INSPECTION FOUND FRACTURED SIDE BAFFLE SUPPORTS ON ENGINES 1 AND 3.,1
#2 & 4 SIDE BAFFLE BRACE BROKEN.,THE LEFT-SIDE BAFFLE BRACE CAME LOOSE AT ENGINES 2 AND 4.,1
#2 & 4 SIDE BAFFLE BRACE BROKEN.,RIGHT-HAND SIDE BAFFLE BRACES AT POSITIONS TWO AND FOUR ARE CRACKED AND SEPARATED.,1
SIDE BAFFLE BRACE ON #2 AND #4 ENGINES IS BROKEN.,INSPECTION FOUND FRACTURED SIDE BAFFLE SUPPORTS ON ENGINES 1 AND 3.,1
SIDE BAFFLE BRACE ON #2 AND #4 ENGINES IS BROKEN.,THE LEFT-SIDE BAFFLE BRACE CAME LOOSE AT ENGINES 2 AND 4.,1
SIDE BAFFLE BRACE ON #2 AND #4 ENGINES IS BROKEN.,RIGHT-HAND SIDE BAFFLE BRACES AT POSITIONS TWO AND FOUR ARE CRACKED AND SEPARATED.,1
INSPECTION FOUND FRACTURED SIDE BAFFLE SUPPORTS ON ENGINES 1 AND 3.,THE LEFT-SIDE BAFFLE BRACE CAME LOOSE AT ENGINES 2 AND 4.,1
INSPECTION FOUND FRACTURED SIDE BAFFLE SUPPORTS ON ENGINES 1 AND 3.,RIGHT-HAND SIDE BAFFLE BRACES AT POSITIONS TWO AND FOUR ARE CRACKED AND SEPARATED.,1
THE LEFT-SIDE BAFFLE BRACE CAME LOOSE AT ENGINES 2 AND 4.,RIGHT-HAND SIDE BAFFLE BRACES AT POSITIONS TWO AND FOUR ARE CRACKED AND SEPARATED.,1
ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT.,"AT START, THE ENGINE EXHIBITED ROUGH RUNNING WITH PRONOUNCED VIBRATION.",1
ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT.,WHEN WE FIRED IT UP IT RAN ROUGH AND WAS SHAKING A LOT.,1
ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT.,ENGINE START PRODUCED ROUGH OPERATION AND EXCESSIVE VIBRATION WAS OBSERVED.,1
ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT.,STARTED ROUGH AND VIBRATING HEAVILY — UNACCEPTABLE ENGINE CONDITION.,1
"AT START, THE ENGINE EXHIBITED ROUGH RUNNING WITH PRONOUNCED VIBRATION.",WHEN WE FIRED IT UP IT RAN ROUGH AND WAS SHAKING A LOT.,1
"AT START, THE ENGINE EXHIBITED ROUGH RUNNING WITH PRONOUNCED VIBRATION.",ENGINE START PRODUCED ROUGH OPERATION AND EXCESSIVE VIBRATION WAS OBSERVED.,1
"AT START, THE ENGINE EXHIBITED ROUGH RUNNING WITH PRONOUNCED VIBRATION.",STARTED ROUGH AND VIBRATING HEAVILY — UNACCEPTABLE ENGINE CONDITION.,1
WHEN WE FIRED IT UP IT RAN ROUGH AND WAS SHAKING A LOT.,ENGINE START PRODUCED ROUGH OPERATION AND EXCESSIVE VIBRATION WAS OBSERVED.,1
WHEN WE FIRED IT UP IT RAN ROUGH AND WAS SHAKING A LOT.,STARTED ROUGH AND VIBRATING HEAVILY — UNACCEPTABLE ENGINE CONDITION.,1
ENGINE START PRODUCED ROUGH OPERATION AND EXCESSIVE VIBRATION WAS OBSERVED.,STARTED ROUGH AND VIBRATING HEAVILY — UNACCEPTABLE ENGINE CONDITION.,1
ENGINE WOULD NOT START.,THE ENGINE WOULD NOT START.,1
ENGINE WOULD NOT START.,ENGINE FAILED TO START DURING ATTEMPTED POWER-UP.,1
ENGINE WOULD NOT START.,COULDN’T GET THE ENGINE TO FIRE UP.,1
ENGINE WOULD NOT START.,ATTEMPTS TO START THE ENGINE WERE UNSUCCESSFUL.,1
THE ENGINE WOULD NOT START.,ENGINE FAILED TO START DURING ATTEMPTED POWER-UP.,1
THE ENGINE WOULD NOT START.,COULDN’T GET THE ENGINE TO FIRE UP.,1
THE ENGINE WOULD NOT START.,ATTEMPTS TO START THE ENGINE WERE UNSUCCESSFUL.,1
ENGINE FAILED TO START DURING ATTEMPTED POWER-UP.,COULDN’T GET THE ENGINE TO FIRE UP.,1
ENGINE FAILED TO START DURING ATTEMPTED POWER-UP.,ATTEMPTS TO START THE ENGINE WERE UNSUCCESSFUL.,1
COULDN’T GET THE ENGINE TO FIRE UP.,ATTEMPTS TO START THE ENGINE WERE UNSUCCESSFUL.,1
ENGINE DIED DURING MAGNETOS CHECK.,ENGINE STOPPED DURING THE MAGNETO CHECK.,1
ENGINE DIED DURING MAGNETOS CHECK.,THE POWERPLANT QUIT WHILE WE WERE PERFORMING THE MAG CHECK.,1
ENGINE DIED DURING MAGNETOS CHECK.,"DURING THE MAGNETOS CHECK, THE ENGINE DIED.",1
